Country,Year,Employment growth %
Slovak Republic,2017,2.206200731
Slovak Republic,2018,2.008467889
Slovak Republic,2019,1.045000996
Slovak Republic,2020,-1.886151996
Slovak Republic,2021,-0.581558687
Slovak Republic,2022,1.768424036
Slovak Republic,2023,0.278540286
Slovak Republic,2024,-0.154803213
Slovenia,1996,-1.982006593
Slovenia,1997,-1.823116552
Slovenia,1998,-0.105893777
Slovenia,1999,1.540019532
Slovenia,2000,1.593184347
Slovenia,2001,0.571635968
Slovenia,2002,1.377107129
Slovenia,2003,-0.36380558
Slovenia,2004,0.550767933
Slovenia,2005,-0.484071552
Slovenia,2006,1.571770718
Slovenia,2007,3.351022491
Slovenia,2008,2.500647982
Slovenia,2009,-1.638754403
Slovenia,2010,-2.104316547
Slovenia,2011,-1.678722788
Slovenia,2012,-0.914025831
Slovenia,2013,-1.12510388
Slovenia,2014,0.417232387
Slovenia,2015,1.309164581
Slovenia,2016,1.853209221
Slovenia,2017,2.905714298
Slovenia,2018,3.168376066
Slovenia,2019,2.431723188
Slovenia,2020,-0.694745942
Slovenia,2021,1.298292344
Slovenia,2022,2.900877726
Slovenia,2023,1.639539632
Slovenia,2024,0.142339697
Spain,1996,1.445364083
Spain,1997,3.738690036
Spain,1998,4.379456939
Spain,1999,4.551754945
Spain,2000,5.106310789
Spain,2001,3.333871344
Spain,2002,2.581858151
Spain,2003,3.280454312
Spain,2004,3.743038113
Spain,2005,4.25695413
Spain,2006,4.133620755
Spain,2007,3.246214931
Spain,2008,0.072781229
Spain,2009,-6.308123985
Spain,2010,-1.812918799
Spain,2011,-2.42581277
Spain,2012,-4.290075378
Spain,2013,-2.198858516
Spain,2014,1.037030418
Spain,2015,2.886262892
Spain,2016,2.137546468
Spain,2017,2.627717263
Spain,2018,2.183750762
Spain,2019,2.651667135
Spain,2020,-4.397789623
Spain,2021,2.583431287
Spain,2022,3.492838461
Spain,2023,3.011514615
Spain,2024,2.216905305
Sweden,1996,-0.81396184
Sweden,1997,-1.281649007
Sweden,1998,1.672371638
Sweden,1999,2.082531743
Sweden,2000,2.414605418
Sweden,2001,2.070155262
Sweden,2002,0.114929577
Sweden,2003,-0.472696169
Sweden,2004,-0.429708703
Sweden,2005,-0.040884932
Sweden,2006,1.906471551
Sweden,2007,2.303387072
Sweden,2008,0.503487358
Sweden,2009,-2.032053089
Sweden,2010,0.668526143
Sweden,2011,2.300114346
Sweden,2012,0.773827436
Sweden,2013,1.019581076
Sweden,2014,1.463260135
Sweden,2015,1.506669719
Sweden,2016,1.996842774
Sweden,2017,2.508492292
Sweden,2018,1.69022922
Sweden,2019,0.642101001
Sweden,2020,-1.277924666
Sweden,2021,1.265356027
Sweden,2022,3.491826214
Sweden,2023,1.16849688
Sweden,2024,-0.318494655
Switzerland,1996,-0.279048019
Switzerland,1997,-0.145765937
Switzerland,1998,1.327397065
Switzerland,1999,0.814109118
Switzerland,2000,0.976775982
Switzerland,2001,1.663579687
Switzerland,2002,0.714541539
Switzerland,2003,-0.356771581
Switzerland,2004,0.276536501
Switzerland,2005,0.731529596
Switzerland,2006,2.177945076
Switzerland,2007,2.58191412
Switzerland,2008,2.393693309
Switzerland,2009,0.468766413
Switzerland,2010,0.281852135
Switzerland,2011,2.585394166
Switzerland,2012,1.781063493
Switzerland,2013,1.209171551
Switzerland,2014,1.883427764
Switzerland,2015,1.531629072
Switzerland,2016,1.390308484
Switzerland,2017,0.911604233
Switzerland,2018,1.037355796
Switzerland,2019,0.73415387
Switzerland,2020,-0.500262974
Switzerland,2021,0.636013146
Switzerland,2022,1.472845031
Switzerland,2023,2.233766833
Turkey,1995,2.828440456
Turkey,1996,2.883429764
Turkey,1997,0.050705264
Turkey,1998,2.644551947
Turkey,1999,1.207415055
Turkey,2000,-2.07113713
Turkey,2001,-0.033950653
Turkey,2002,-0.304527581
Turkey,2003,-0.784651781
Turkey,2004,1.913622768
Turkey,2005,1.562554864
Turkey,2006,1.726321516
Turkey,2007,1.465992647
Turkey,2008,1.736326991
Turkey,2009,0.27399367
Turkey,2010,5.987576838
Turkey,2011,6.139422235
Turkey,2012,3.136839839
Turkey,2013,2.900895072
Turkey,2014,5.137558232
Turkey,2015,2.983718117
Turkey,2016,2.243697453
Turkey,2017,3.429305139
Turkey,2018,2.190899614
Turkey,2019,-2.196821743
Turkey,2020,-4.760065254
Turkey,2021,7.750460204
Turkey,2022,6.73170195
Turkey,2023,2.998651651
Turkey,2024,3.173801797
United Kingdom,1996,0.937110924
United Kingdom,1997,1.790499469
United Kingdom,1998,1.02079774
United Kingdom,1999,1.394172399
United Kingdom,2000,1.163967652
United Kingdom,2001,0.829955099
United Kingdom,2002,0.839041184
United Kingdom,2003,0.99903725
United Kingdom,2004,1.099742044
United Kingdom,2005,1.120425168
United Kingdom,2006,0.995735301
United Kingdom,2007,0.817749869
United Kingdom,2008,0.846928564
United Kingdom,2009,-1.59749887
